Concord,43.1886,-71.5024,483,31051.97,43.5
Warren,42.5361,-83.0492,483,28336.35,83.7
Stamford,41.074,-73.5653,481,45189.5,151.6
North Kingstown,41.5983,-71.4965,480,25508.71,52.9
Norwood,42.1807,-71.1895,480,46503.62,110.5
Nottingham,39.3757,-76.5071,478,29390.11,60.3
Gorham,44.4213,-71.1944,475,36325.19,69.7
Willoughby Hills,41.5865,-81.4799,475,27919.72,64.0
New Hudson,42.5157,-83.6101,472,24669.52,66.3
Gaithersburg,39.1587,-77.2187,471,26467.2,67.9
Orchard Park,42.784,-78.7659,470,25776.74,58.7
Tarrytown,41.0605,-73.8619,458,27018.97,52.6
Maumee,41.5831,-83.6882,456,38040.61,77.1
Nanuet,41.1017,-73.9974,452,44486.51,79.9
Hooksett,43.0484,-71.4379,450,23339.43,34.4
Saratoga Springs,43.0653,-73.7887,448,28295.98,38.8
Boston,42.298,-71.0491,446,29993.18,69.3
Chicago,41.9106,-87.6662,445,53758.36,60.9
Westland,42.3245,-83.3854,442,31642.73,149.5
Upper Saddle River,41.0559,-74.1207,441,26179.05,134.2
Center Line,42.4874,-83.0276,438,36991.33,70.6
Frankfort,41.507,-87.8511,430,29771.55,77.0
Newark,39.6867,-75.7377,426,32038.94,125.8
Ramsey,41.0558,-74.1206,425,52499.96,137.9
Dover,43.1717,-70.8594,425,35119.37,102.0
Lynnfield,42.5127,-71.0059,423,49495.49,76.6
Woburn,42.5019,-71.1264,422,29109.19,39.9
Agawam,42.0889,-72.6383,420,46517.45,129.2
Glen Cove,40.854,-73.6195,420,64902.14,250.8
Butler,40.8296,-79.9254,417,30066.76,80.8
Portsmouth,43.0856,-70.7934,416,39151.58,103.9
Streamwood,42.0132,-88.2178,416,27023.43,44.3
Johnston,41.8266,-71.51,415,31991.19,93.9
Highland,41.5375,-87.4712,414,28937.13,65.3
East Greenwich,41.6282,-71.4932,410,37008.61,75.7
Roslyn,40.8045,-73.6444,408,66655.25,96.0
Villa Park,41.8681,-87.9669,408,27413.97,124.6
Mayfield Heights,41.5193,-81.4553,408,40023.25,92.8
Bourbonnais,41.1653,-87.8512,407,33874.96,76.4
Greenvale,40.8077,-73.6334,405,41210.74,56.4
Elgin,42.0331,-88.2516,404,27505.33,57.6
Bath,42.3575,-77.2971,404,22657.66,37.5
Farmington Hills,42.4684,-83.4219,397,30989.45,99.1
Willowbrook,41.7554,-87.9446,396,30129.46,106.7
Concord,43.1878,-71.5001,396,24658.51,126.2
Chicago,41.8032,-87.7234,396,27490.06,88.9
Auburn,42.2091,-71.8094,394,25146.9,102.1
Fort Washington,40.1368,-75.2108,394,45972.93,92.6
Libertyville,42.2815,-87.9374,394,30827.84,69.2
Feasterville-Trevose,40.1209,-74.9774,392,20471.35,62.6
Detroit,42.4014,-82.9179,392,29102.95,94.3
Oak Lawn,41.7196,-87.7725,389,29438.41,90.6
Boston,42.3503,-71.1284,384,49846.3,92.6
Seekonk,41.8244,-71.3389,384,25803.29,57.5
Naugatuck,41.4751,-73.0434,382,17865.16,44.1
Winthrop,44.296,-69.9851,381,24386.79,42.9
Ansonia,41.3371,-73.0764,381,19272.44,174.1
Brighton,42.5522,-83.7901,380,30976.76,94.3
Troy,42.5485,-83.1809,380,30048.92,110.0
Hodgkins,41.7801,-87.8648,379,25099.9,42.3
Chicago,41.886,-87.631,379,21621.27,22.5
Gaithersburg,39.1446,-77.2163,378,35616.41,137.2
Elk Grove Village,42.0298,-87.9857,376,27123.69,125.4
Danbury,41.4127,-73.4255,375,36284.15,79.4
Yonkers,40.962,-73.8401,375,27463.9,90.1
Silver Spring,39.078,-76.9464,374,30181.6,88.9
Cuyahoga Falls,41.1411,-81.4791,371,29222.27,59.2
