Jersey City,40.7342,-74.0793,139,20120.69,70.9
Medford,40.8002,-73.0053,139,16533.89,55.8
White Plains,41.0344,-73.7717,139,65007.31,180.5
Seneca,41.3886,-79.703,139,28600.68,120.1
Kingston,41.956,-73.9908,139,28626.84,102.4
North Haven,41.4161,-72.8408,139,61312.47,166.4
Toms River,39.9612,-74.1811,139,31881.53,47.9
Washington,40.7664,-74.9799,138,31603.85,85.5
Whippany,40.8152,-74.3994,138,47480.59,67.4
Bristol,41.6994,-72.8947,138,28815.96,51.8
Dudley,42.0407,-71.9115,138,25209.88,38.4
E Swanzey,42.8744,-72.2302,138,28237.42,37.5
Norwell,42.1658,-70.8863,138,26015.21,123.5
Mercer,41.2262,-80.2566,138,35321.27,83.6
Southampton,39.9726,-74.7452,138,27563.84,48.1
Yorktown Heights,41.2937,-73.8124,138,27012.79,44.7
Freeport,40.6561,-73.6003,138,21247.91,59.6
Haverhill,42.7852,-71.119,137,26670.76,55.9
Lakewood,40.0486,-74.2216,137,31060.12,104.5
Bronx,40.8845,-73.8328,137,27750.0,44.4
Trenton,44.509,-68.3894,137,26289.86,55.1
Champaign,40.1372,-88.2532,137,21230.96,53.5
Fenton,42.79,-83.7263,137,26226.99,107.0
Henrietta,43.0583,-77.6523,137,35356.36,187.2
Barre,44.2316,-72.5546,137,29810.26,122.0
Slippery Rock,41.075,-80.0517,136,32628.68,151.6
Hyannis,41.6618,-70.281,136,33144.49,95.6
Mount Holly,40.0096,-74.7994,136,22483.85,26.3
King of Prussia,40.0831,-75.3828,136,22027.47,21.6
Addison,41.9136,-88.0,136,22400.0,96.4
Mayfield Village,41.538,-81.4381,136,30171.28,65.8
Hanover,39.8009,-76.9566,136,24361.25,276.6
Haverhill,42.7696,-71.1161,136,43804.36,142.3
Boonton,40.9089,-74.3945,136,34519.93,125.3
Buffalo,43.0022,-78.7407,136,22400.29,20.9
Olean,42.0739,-78.4068,136,23867.74,38.5
Hyannis,41.6512,-70.2917,136,35315.55,40.3
Sylvania,41.7144,-83.6846,135,21002.2,36.8
Allentown,40.5828,-75.4769,135,23224.41,27.9
Saint Johnsbury,44.4418,-72.0145,135,26545.31,31.4
Logansport,40.752,-86.3669,135,29117.34,93.5
Syracuse,43.0535,-76.1635,135,24507.23,51.6
Quakertown,40.454,-75.3657,135,34279.87,65.1
Hanover,42.1526,-70.8466,135,25121.1,42.1
Baltimore,39.3539,-76.6992,135,13341.97,24.6
Falmouth,43.7176,-70.2332,135,44271.86,90.4
Summit,40.7136,-74.3508,135,40175.59,47.1
Bloomsburg,41.015,-76.3997,135,27271.67,31.8
Parsippany-Troy Hills,40.8739,-74.4346,135,93238.41,61.3
Syracuse,43.0548,-76.0803,135,27688.55,82.2
Raynham,41.9039,-71.0088,134,25181.07,68.6
Huntington Station,40.8356,-73.3737,134,37472.4,43.2
Jamestown,42.1155,-79.2539,134,27008.82,38.0
Paterson,40.9233,-74.143,134,19190.97,55.1
Sussex,41.1901,-74.6408,134,6792.04,67.9
Bakerstown,40.6502,-79.9368,134,32292.52,105.4
Freeport,40.6574,-73.5742,134,19944.51,17.5
Woonsocket,41.9925,-71.4869,134,33402.78,75.6
Stratham,43.0028,-70.9197,134,25779.16,85.7
State College,40.8343,-77.8092,134,24006.14,81.7
Easton,40.6984,-75.2942,134,33002.24,44.7
Tiverton,41.6431,-71.1871,134,42734.54,71.3
Southfield,42.4939,-83.2843,133,18803.56,41.7
Crystal Lake,42.252,-88.2866,133,32950.62,61.7
Lititz,40.1431,-76.3046,133,36319.96,66.4
Egg Harbor Township,39.3994,-74.5573,133,33049.29,65.8
Saco,43.5368,-70.4217,133,31236.92,87.3
Lynnfield,42.5127,-71.0058,133,56443.69,160.5
Murrysville,40.4475,-79.6822,133,26342.43,139.4
Glenview,42.0912,-87.799,133,41501.8,59.9
Battle Creek,42.3197,-85.2127,133,25897.63,27.8
Newton,42.3566,-71.1886,133,20185.5,31.2
Gorham,44.4294,-71.1924,133,34869.96,51.5
Brooklyn,40.6359,-74.0163,133,31004.37,46.7
Glenview,42.084,-87.7984,133,44564.11,67.3
Medford,40.8105,-73.0013,133,22345.55,37.1
Rahway,40.6065,-74.2882,132,20385.61,47.6
Hicksville,40.7569,-73.5108,132,27415.3,24.9
Shrewsbury,42.2775,-71.6958,132,25826.74,58.1
Waterbury,41.5726,-73.0021,132,20512.12,97.6
Bronx,40.8849,-73.8305,132,30364.05,101.5
Pittston,41.3066,-75.7638,132,36392.2,72.2
Summit,40.7142,-74.3519,132,36747.47,92.4
Kokomo,40.4626,-86.1005,132,44857.9,85.9
Braintree,42.2326,-70.9761,132,26979.42,35.2
Woodbridge,41.3394,-72.981,132,46325.86,184.3
Bangor,44.791,-68.8242,132,21881.21,36.1
Ellwood City,40.8584,-80.2958,132,25988.37,101.3
Columbiana,40.8837,-80.6935,132,46711.48,92.9
Stratford,41.1935,-73.1232,131,19821.06,41.5
Bourbonnais,41.1625,-87.8827,131,27681.66,100.9
Natick,42.3056,-71.3609,131,53314.21,42.0
Swanzey,42.877,-72.2333,131,28246.95,79.7
Depew,42.9088,-78.7217,131,34984.24,70.2
Danbury,41.4167,-73.4215,131,33687.62,77.6
Burlington,42.4957,-71.1946,131,27090.71,87.3
Vestal,42.0936,-76.0191,131,31103.24,158.7
Palatine,42.1445,-88.0275,131,24466.15,80.3
Champaign,40.1376,-88.2508,131,34440.68,136.8
Mechanicsburg,40.2431,-77.0411,131,19600.23,25.2
Germantown,39.1757,-77.2519,130,16047.42,51.3
Portsmouth,43.0332,-70.7838,130,39700.89,70.4
Northbrook,42.1234,-87.7826,130,62360.65,62.2
Ellsworth,44.5292,-68.3954,130,25535.31,48.8
Peabody,42.5475,-70.9493,130,44819.04,53.3
Lawrenceville,40.273,-74.7086,130,35740.05,243.1
East Hartford,41.7696,-72.6567,130,41071.13,139.7
Muncy,41.237,-76.8129,130,23700.26,152.1
Randallstown,39.3851,-76.8307,130,26275.22,55.8
Enfield,42.0006,-72.5939,130,24398.38,63.9
Arlington,42.4223,-71.1732,130,25875.56,57.1
Allentown,40.5678,-75.55,130,45162.14,50.9
Owings Mills,39.4062,-76.7611,130,24838.89,82.3
Greencastle,39.6462,-86.8262,129,30659.88,77.7
Towson,39.4099,-76.6161,129,49184.98,96.0
Newport,44.843,-69.281,129,32354.26,91.2
Seneca Falls,42.9327,-76.7798,129,27272.95,164.4
Natrona Heights,40.6675,-79.712,129,32614.51,58.3
Tilton,43.4532,-71.5653,129,26118.92,74.8
Calais,45.1608,-67.2267,129,35180.86,121.9
Rutland,43.5884,-72.9686,129,29187.99,23.6
Ephrata,40.1364,-76.2115,129,14455.27,87.4
Middletown,41.4236,-74.4286,129,19756.74,48.2
Roselle,41.983,-88.0707,129,30149.88,180.2
Fort Wayne,41.0746,-85.1941,129,23509.36,46.9
Wayne,40.9269,-74.2684,129,28778.7,78.7
Haverhill,42.7657,-71.0981,129,57164.92,170.6
Naperville,41.7694,-88.1864,129,40840.57,26.1
North Plainfield,40.6229,-74.4454,128,23069.41,41.5
Warwick,41.2386,-74.3792,128,29201.46,63.8
Plattsburgh,44.6959,-73.5042,128,26856.05,30.1
Hyannis Port,41.6489,-70.2854,128,37331.63,71.8
Latham,42.7676,-73.8143,128,46378.52,21.7
Mount Airy,39.3605,-77.1481,128,34609.3,105.7
Skokie,42.0264,-87.7121,128,25959.79,38.6
Littleton,44.3035,-71.804,128,29099.97,130.8
Okemos,42.6829,-84.4523,127,52290.17,101.8
Peabody,42.5391,-70.9877,127,27360.6,64.9
Waterford,42.6507,-83.3682,127,27053.13,32.2
Swansea,41.7656,-71.2592,127,21708.3,121.0
Clarksburg,39.2787,-80.3054,127,39234.37,92.3
Jamestown,42.113,-79.2466,127,35291.84,78.8
Paterson,40.8944,-74.152,127,14872.95,108.0
Aberdeen,39.5116,-76.1619,127,27179.41,107.8
Bowie,38.9234,-76.7174,127,29944.65,67.4
East Providence,41.8229,-71.3487,127,21616.83,75.7
South Hackensack,40.8555,-74.0468,127,16625.93,57.3
Hartford,41.7826,-72.6667,126,32271.11,71.2
West Chester,39.885,-75.5499,126,29396.87,58.1
Cambridge,40.0133,-81.5864,126,29514.32,66.0
Pittsburgh,40.3979,-80.0275,126,35694.56,60.9
Danville,40.9618,-76.5665,126,27855.02,64.5
Brooklyn,40.6342,-74.0151,126,51546.82,136.0
Copiague,40.6904,-73.4059,126,22675.81,166.0
North Reading,42.591,-71.1173,126,27627.9,59.4
Sullivan,39.6009,-88.6223,126,28066.83,78.1
Jenkintown,40.1056,-75.1218,126,25154.54,45.1
Norwood,42.2122,-71.183,126,30117.87,199.2
Monroeville,39.6207,-75.2375,126,27647.31,56.0
Latham,42.7539,-73.7831,126,47374.02,55.1
Rochester,43.1202,-77.4855,125,30976.98,37.5
Brooklyn,40.614,-73.9275,125,26464.62,59.1
Pasadena,39.1279,-76.5911,125,26127.6,64.1
Saint Johnsbury,44.4395,-72.0138,125,36356.9,89.2
Somersworth,43.2617,-70.905,125,21704.42,31.3
Cheektowaga,42.9068,-78.781,125,25038.84,42.3
Temple Hills,38.8261,-76.9456,125,22897.71,66.8
Saint Albans,44.9275,-73.0503,125,29793.49,88.0
Hudson,42.7385,-71.4252,125,25778.26,62.4
Arundel,43.4193,-70.517,125,37647.48,83.0
Bloomfield Hills,42.6125,-83.3066,125,40495.27,83.0
Marion,40.5753,-85.6733,125,38191.55,95.6
Auburn,42.947,-76.5487,125,24009.63,42.4
Bronx,40.8808,-73.8399,125,20565.06,45.6
Orland Park,41.5999,-87.8473,125,25602.12,33.2
Highland,41.5348,-87.4712,125,23211.48,45.5
Neptune,40.2179,-74.1083,124,24163.62,47.9
Catskill,42.2141,-73.8867,124,29695.69,39.9
Landover,38.9157,-76.8605,124,17798.78,182.5
Raynham,41.9041,-71.0084,124,26919.71,69.3
Bourne,41.7218,-70.5845,124,32346.57,28.6
Scranton,41.4194,-75.6529,124,25572.77,37.7
Plattsburgh,44.6859,-73.4527,124,22994.23,54.9
West Simsbury,41.8176,-72.868,124,31257.41,82.1
Havre De Grace,39.5375,-76.1145,124,29071.86,103.5
Bourbonnais,41.1627,-87.8865,124,28196.06,87.3
West Springfield,42.1489,-72.6307,124,48672.64,113.3
Waukegan,42.3661,-87.8786,124,22933.17,88.0
Schererville,41.4977,-87.4701,124,23107.48,152.5
Findlay,41.0587,-83.6105,124,27302.68,67.6
Hamilton,40.3087,-74.6656,124,30510.92,24.4
State College,40.7787,-77.8814,124,24289.85,40.5
Allentown,40.6184,-75.4356,123,16051.29,40.4
Attleboro,41.9059,-71.3654,123,21145.8,36.4
Raynham,41.9048,-71.0209,123,27053.68,37.0
Lewes,38.7485,-75.1615,123,25664.37,62.7
Hartsdale,41.0159,-73.8017,123,23161.47,85.7
Branford,41.2896,-72.7997,123,36591.89,83.1
Windsor,41.8552,-72.6807,123,35091.59,70.7
Orangeburg,41.0433,-73.9456,123,23282.64,35.9
Hartford,41.7829,-72.6643,123,32418.14,21.2
East Greenbush,42.5968,-73.708,123,35722.54,119.2
Cobleskill,42.681,-74.439,123,33920.51,134.3
Tilton,40.0871,-87.6352,123,25370.03,78.7
Danvers,42.5634,-70.9764,123,25410.27,45.5
Grove City,41.1741,-80.1227,123,32204.5,42.3
Marlborough,42.3337,-71.5414,123,21412.6,39.9
Alexandria,38.8366,-77.06,123,16778.05,24.8
Battle Creek,42.32,-85.2037,123,23987.33,43.6
Feasterville Trevose,40.1503,-74.9826,122,26838.4,39.1
Auburn,42.1818,-71.8495,122,21285.89,44.3
Brighton,42.3597,-71.1529,122,69120.19,93.9
Scranton,41.4178,-75.6527,122,33134.65,122.8
Bristol,41.6994,-72.8944,122,36489.7,139.2
Mentor,41.6844,-81.3352,122,21004.7,20.4
Highland Park,42.1598,-87.8069,122,18747.46,83.3
Clarksville,39.2101,-76.9413,122,29643.59,32.6
Chesterfield,42.6744,-82.8116,122,16016.01,25.9
Concord,43.1883,-71.5025,122,31967.66,68.1
Lansing,42.674,-84.5381,122,22266.1,35.2
Muncy,41.2148,-76.7679,122,30312.96,90.5
Maple Shade,39.9712,-75.0068,122,12471.57,68.4
Poughkeepsie,41.6236,-73.9174,122,33276.77,78.8
Cincinnati,39.2828,-84.4106,122,22942.08,15.4
Syracuse,43.0536,-76.1677,122,37256.88,96.7
White River Junction,43.644,-72.3282,122,24779.87,45.7
Morristown,40.8028,-74.465,121,33425.27,23.6
Long Island City,40.7535,-73.9196,121,33184.58,66.0
Watertown,43.936,-75.9291,121,29802.21,89.8
Sycamore,41.9692,-88.7186,121,28307.3,108.9
Little Falls,40.885,-74.2143,121,20162.89,31.1
Lawrenceville,40.2893,-74.6879,121,28706.69,41.4
Stamford,41.0556,-73.5462,121,30935.23,79.1
Fort Wayne,41.0745,-85.2049,120,23289.3,74.8
Alexandria,38.7573,-77.0839,120,24389.8,37.6
Webster,42.0634,-71.8572,120,24528.52,42.9
Yorkville,43.1088,-75.2951,120,28932.53,62.3
Hempstead,40.7164,-73.6308,120,29303.53,80.3
Bluffton,40.7679,-85.1658,120,28314.68,86.2
Somersworth,43.2498,-70.9001,120,21235.65,79.5
Wolcott,43.2088,-76.814,120,19818.04,44.4
Kokomo,40.466,-86.1077,120,31186.61,74.4
Philadelphia,39.9107,-75.2243,120,26754.36,114.5
Bowie,38.9224,-76.7175,120,25271.13,107.4
New Rochelle,40.9134,-73.7742,120,30647.11,62.2
Northampton,42.3316,-72.6345,120,34028.13,126.8
Westminster,39.5575,-76.9655,120,28002.03,81.2
Countryside,41.7859,-87.8685,119,23918.85,109.8
Erie,42.1177,-80.0972,119,34650.69,77.4
Exeter,42.9887,-70.9333,119,34614.29,35.2
Nashua,42.7599,-71.4648,119,40136.67,100.8
Sayre,41.99,-76.5476,119,35183.15,83.5
Albany,42.7279,-73.8446,119,48643.82,82.2
Waterford,42.025,-80.0615,119,24227.98,128.8
Niantic,41.3536,-72.2105,119,31383.68,174.8
Poughkeepsie,41.7165,-73.9242,119,20056.39,36.3
Epsom,43.2241,-71.3199,119,12020.19,134.4
Danvers,42.5553,-70.9637,119,37666.06,28.4
Oakhurst,40.2714,-74.0425,119,31907.1,37.8
Augusta,44.3197,-69.8216,118,33727.66,74.4
Montpelier,44.2417,-72.5404,118,35749.26,180.9
York,39.9818,-76.6536,118,25774.42,72.8
Long Island City,40.7527,-73.923,118,39366.35,104.7
Philadelphia,40.1018,-75.0054,118,17923.82,80.8
Richmond,39.8335,-84.8264,118,32414.4,80.0
Jamestown,42.1159,-79.2532,118,33799.75,60.3
Philadelphia,40.0097,-75.0808,118,23387.03,49.6
Londonderry,42.8652,-71.3484,118,39887.14,222.0
Trenton,40.223,-74.6437,118,23296.55,39.1
Bronx,40.8847,-73.8317,118,23938.71,37.8
Northampton,42.3318,-72.6346,118,27603.04,100.3
Middleburg Heights,41.3769,-81.7952,117,49714.0,45.1
Sudbury,42.3631,-71.3926,117,65656.74,159.9
Bloomsburg,41.0177,-76.3907,117,30358.97,123.6
Lowell,42.6291,-71.2755,117,35267.54,87.6
Youngstown,41.0099,-80.6627,117,22530.13,66.6
Suitland,38.8371,-76.924,117,39843.11,44.4
New Castle,39.7054,-75.5682,117,6521.62,51.6
Lancaster,42.5204,-71.7021,117,25103.27,52.3
East Hartford,41.7696,-72.6586,117,52082.42,87.1
Sandusky,41.437,-82.6697,117,32541.57,74.0
Lincoln,41.9543,-71.4881,117,26991.31,84.5
Des Plaines,42.0137,-87.8874,117,22794.73,41.8
Rochester,43.3279,-71.0041,117,31177.19,35.5
Chicopee,42.1743,-72.5817,116,26623.61,57.3
Latham,42.7492,-73.7684,116,40001.71,60.1
Bernardsville,40.7205,-74.56,116,26908.21,63.6
South Bend,41.7348,-86.2507,116,39787.53,127.0
Bridgewater,40.5928,-74.6163,116,44477.01,45.3
Totowa,40.8942,-74.2317,116,22460.99,129.3
North Haven,41.3628,-72.888,116,25438.42,57.6
Dunbar,39.9663,-79.6477,115,16270.04,145.1
Bartonsville,41.0049,-75.3138,115,19744.35,70.1
Millerton,41.9524,-73.4972,115,29046.05,136.4
Dunmore,41.433,-75.6211,115,26601.29,103.6
Warminster,40.2011,-75.0901,115,28000.44,42.7
Philipsburg,40.8924,-78.2241,115,28453.18,71.8
Swanzey,42.9042,-72.2563,115,31502.27,139.0
Roselle,41.981,-88.0669,115,29412.91,79.3
Reading,40.3947,-75.9355,115,16476.25,49.2
Salisbury,42.8437,-70.8993,115,36036.3,98.4
Hempstead,40.7135,-73.6294,115,27106.27,43.9
Medina,41.1361,-81.7323,115,23281.52,134.9
New Castle,41.0151,-80.4028,114,19327.38,141.9
Jamestown,42.1033,-79.2451,114,30558.46,50.1
Paoli,40.0414,-75.4694,114,30544.54,70.8
Frankfort,41.5059,-87.8457,114,29562.31,98.6
Parsippany,40.858,-74.3527,114,54546.84,76.7
Westborough,42.2822,-71.652,114,36297.24,78.4
Sicklerville,39.7248,-75.0281,114,27925.14,79.8
Carlstadt,40.8216,-74.0618,114,16711.3,110.1
Charlton,42.1429,-72.0096,114,30100.61,166.6
Poughkeepsie,41.6309,-73.9143,114,40586.88,78.8
Slatington,40.7561,-75.6078,114,30226.59,65.4
Meadville,41.6226,-80.2077,114,29918.43,92.8
Rockville,39.1098,-77.159,114,31113.1,27.2
Renfrew,40.8486,-79.986,113,26433.0,18.2
Bloomingdale,41.0077,-74.3358,113,14488.81,34.5
Perry,42.8329,-84.2327,113,26849.79,74.6
Barrington,42.1647,-88.1538,113,28334.29,46.4
Ellicott City,39.2762,-76.8234,113,43628.04,57.9
Limerick,40.2173,-75.5475,113,24268.98,95.6
Ardmore,40.0106,-75.2964,113,43178.36,113.9
Toms River,39.9595,-74.1714,113,33168.99,61.3
Warren,41.896,-79.1488,113,31152.58,65.8
Burr Ridge,41.7429,-87.9377,113,13670.74,43.7
Lansing,42.6629,-84.5381,113,33505.8,23.7
Tinley Park,41.6009,-87.8274,113,24022.91,23.9
Middletown,41.4275,-74.4268,113,25153.73,65.6
New Holland,40.1084,-76.07,113,31637.35,109.7
Westminster,39.5777,-76.9919,113,19593.16,89.4
Ardmore,40.0104,-75.296,113,28175.91,110.7
Lexington Park,38.285,-76.4753,113,22697.62,47.4
Monticello,41.6426,-74.6463,113,27552.12,169.0
Dover,40.5191,-81.4733,113,25314.09,49.3
Fallston,39.4963,-76.3898,112,25557.46,50.5
Queens Village,40.715,-73.75,112,30953.26,124.3
Westport,41.1388,-73.3187,112,38386.61,55.9
Medford,39.9048,-74.8234,112,37196.63,109.4
Culpeper,38.4808,-77.988,112,18206.79,38.6
Branford,41.2793,-72.8507,112,32361.59,161.4
Brazil,39.5154,-87.1484,112,24730.71,211.6
Valley Stream,40.6686,-73.7128,112,22474.02,53.8
Baltimore,39.3522,-76.6966,112,21348.21,39.3
Beacon,41.5038,-73.9623,112,34252.22,56.0
Bronx,40.881,-73.84,111,26351.73,40.7
Dover,39.1177,-75.5351,111,30971.3,68.3
Blauvelt,41.0792,-73.9499,111,19339.4,38.0
Hempstead,40.7145,-73.6303,111,23710.02,29.8
Burlington,40.0544,-74.8922,111,14995.93,107.9
Westminster,39.5658,-76.9759,111,20589.45,34.8
Wilkes Barre,41.2743,-75.8004,111,24747.05,23.6
Owings Mills,39.4066,-76.7617,111,43151.14,71.9
Westborough,42.2847,-71.6153,111,21700.79,11.3
Logansport,40.7626,-86.316,111,31246.0,113.2
Plymouth Meeting,40.108,-75.3163,110,56022.8,122.9
Quakertown,40.4228,-75.3466,110,23856.53,45.2
Rutland,43.5861,-72.9669,110,26836.97,68.7
Brighton,42.5231,-83.7689,110,32196.62,49.2
Marlow Heights,38.831,-76.9343,110,23480.16,87.8
Moundsville,39.9251,-80.75,110,20908.64,64.6
Brattleboro,42.8762,-72.5611,110,39592.22,121.0
Merrillville,41.4714,-87.3574,110,25062.43,76.1
Alexandria,38.8067,-77.0763,110,61572.72,48.5
Goffstown,43.0152,-71.5612,110,38801.25,96.0
Warwick,41.6991,-71.4965,110,40046.97,49.6
Rockville,39.0434,-77.111,110,19666.18,27.2
Plainview,40.7871,-73.4526,110,153374.61,128.8
Waterbury,41.5856,-73.0436,110,14064.36,58.0
Tunkhannock,41.5382,-75.9412,110,39119.41,102.5
South Yarmouth,41.6502,-70.2195,110,21951.61,61.2
Glen Mills,39.8826,-75.5396,110,24456.95,42.1
Watertown,41.5697,-73.0987,110,38096.6,83.7
Rochester,43.3295,-70.9791,110,15133.18,40.4
Grove City,41.1766,-80.127,110,32543.41,156.2
Upper Marlboro,38.8116,-76.7405,110,29244.03,143.6
Bangor,44.8291,-68.7434,110,20692.17,35.1
Middletown,41.5326,-71.2933,110,39088.76,79.1
Asbury Park,40.2235,-74.0268,110,19699.55,44.3
Avenel,40.5757,-74.2888,110,27434.18,32.5
Jericho,40.7811,-73.5589,110,28098.73,32.4
Cleveland,41.4754,-81.7277,110,11433.27,77.3
Mechanicsburg,40.2468,-77.0002,110,22109.52,45.9
White River Junction,43.6443,-72.3297,110,29194.72,43.2
Gurnee,42.3859,-87.9823,109,28844.58,77.5
Glens Falls,43.3176,-73.6363,109,27322.71,63.2
East Syracuse,43.0633,-76.056,109,24756.51,56.8
Michigan City,41.6514,-86.8922,109,30158.82,112.2
Eastchester,40.9607,-73.8116,109,53599.17,69.6
Hempstead,40.7131,-73.6292,109,19719.11,57.8
East Hartford,41.7696,-72.6595,109,41760.17,63.4
Gloucester City,39.8819,-75.1112,109,13846.06,54.6
Elkhart,41.7454,-85.9745,108,10059.55,32.1
Brooklyn,41.798,-71.906,108,36132.09,135.8
Conshohocken,40.1019,-75.3063,108,18003.51,33.6
Silver Spring,39.0779,-76.9472,108,39286.81,125.0
Lexington,42.4276,-71.2008,108,31008.84,45.3
Auburn,42.9539,-76.5447,108,22491.34,25.5
North Brunswick,40.45,-74.4935,108,34301.55,74.6
Danbury,41.4142,-73.4252,108,29727.94,52.7
Peabody,42.5504,-70.9823,108,27372.18,128.4
South Amboy,40.4859,-74.2967,108,25069.29,358.6
Urbana,40.1387,-88.1961,108,21095.03,25.5
Bowie,38.9511,-76.7148,108,27083.86,64.2
Stoughton,42.1095,-71.0998,108,15589.56,53.1
Northampton,42.3377,-72.6384,108,37376.93,71.7
Lebanon,40.0633,-86.4722,108,28336.51,55.3
Paterson,40.8966,-74.1505,108,5327.31,19.7
Derby,41.3324,-73.0899,108,18032.49,182.8
Owings Mills,39.436,-76.8004,108,28354.69,51.2
Berwick,41.0499,-76.2516,107,32424.49,112.6
Bridgeview,41.757,-87.8001,107,15645.7,50.0
East Hartford,41.7701,-72.6558,107,38190.77,89.9
Wilkes Barre,41.2649,-75.8207,107,25842.79,82.3
Chicago,41.7602,-87.683,107,17967.66,65.3
Merrillville,41.4708,-87.3748,107,33051.07,89.9
South Burlington,44.4405,-73.2097,107,26422.86,45.5
Dover,43.1765,-70.8673,107,20846.23,24.4
Lakewood,40.0845,-74.1733,107,21869.11,18.9
Marlton,39.8846,-74.9222,107,32223.05,54.5
Plattsburgh,44.6666,-73.4453,107,31056.78,59.5
Bloomsburg,41.0095,-76.4128,107,27537.5,67.4
Milford,41.2286,-73.0681,107,22776.24,30.3
Dwight,41.093,-88.4256,107,31844.83,73.1
Montoursville,41.2477,-76.9121,107,21272.49,48.3
Franklin,42.0799,-71.3793,107,37612.22,79.2
Rochester,43.0806,-77.6403,107,22900.81,13.4
Shelby Township,42.6285,-83.0916,107,56378.57,55.3
Hingham,42.1801,-70.9102,107,34180.79,32.5
Hamburg,40.4005,-75.9277,106,34801.87,100.9
Cobleskill,42.6809,-74.4412,106,30278.57,127.5
Shelby Charter Twp,42.6698,-82.9994,106,13402.77,35.9
Fowlerville,42.6432,-84.0725,106,29463.44,64.5
Swansea,41.7681,-71.2628,106,22626.63,30.5
Nashua,42.8039,-71.5423,106,23210.81,68.0
Muncy,41.2366,-76.8139,106,18126.48,41.7
Hadley,42.3567,-72.5708,106,23476.0,41.6
Central Square,43.2891,-76.1481,106,29848.76,35.6
Hyannis,41.6633,-70.2992,106,24337.63,96.3
Paw Paw,42.208,-85.8966,106,27349.88,86.3
Southampton,40.8925,-72.3794,106,63411.17,155.5
Stratham,43.0105,-70.9182,106,51652.08,56.0
Torrington,41.821,-73.0738,106,33496.14,144.0
Haverhill,42.7656,-71.1047,106,25058.47,41.1
Ottawa,41.3563,-88.8348,106,28105.64,99.3
Bedford,42.495,-71.2852,106,26505.3,78.5
Bridgeview,41.7592,-87.8002,106,6359.7,135.0
Erie,42.0398,-80.0701,105,22251.58,22.8
Newcastle,44.0262,-69.565,105,35915.89,84.2
Galesburg,42.2887,-85.4349,105,37010.14,88.8
Smyrna,39.3013,-75.551,105,28119.62,74.2
Norristown,40.1339,-75.3798,105,32002.39,49.1
Exton,40.0244,-75.6489,105,36466.39,114.8
Turnersville,39.7524,-75.0471,105,21022.67,82.1
Hasbrouck Heights,40.8523,-74.0734,105,18886.95,74.8
White Plains,41.0325,-73.7596,105,33917.74,104.9
Mattoon,39.4597,-88.3766,105,23633.54,68.0
Norwich,41.5067,-72.0877,105,31398.55,194.1
East Haven,41.285,-72.8863,105,45656.19,106.1
Lunenburg,42.6233,-71.7378,105,22669.81,51.1
Bethlehem,40.6611,-75.3885,105,43509.66,87.5
Hoffman Estates,42.0515,-88.1077,105,25538.13,39.2
Mays Landing,39.4458,-74.6301,105,33921.04,141.3
Selinsgrove,40.8178,-76.8533,105,33912.26,72.4
Peotone,41.3337,-87.7847,105,26617.94,54.0
Greenfield,42.5864,-72.6094,105,30462.29,57.9
Kingsville,41.8936,-80.6798,105,24260.89,53.9
White Plains,41.0437,-73.8021,105,36206.32,21.1
Minerva,40.7253,-81.1057,105,25518.76,57.6
Horseheads,42.1425,-76.8205,104,12795.0,18.7
Swanton,44.8472,-73.0893,104,14106.68,97.5
Slatington,40.7555,-75.6069,104,37559.18,91.8
White Plains,41.0432,-73.7997,104,24869.14,66.5
Wareham,41.7696,-70.7139,104,35111.06,83.2
Webster,43.1971,-77.5001,104,19714.57,36.0
Rochester,43.2166,-77.7462,104,27209.46,78.7
Peotone,41.3365,-87.7854,104,25942.04,53.4
Ithaca,42.4806,-76.4775,104,23657.83,79.8
East Brunswick,40.4088,-74.3732,104,6501.92,30.8
Waterbury,41.5526,-72.9991,104,18152.98,81.6
Chicago,41.9046,-87.6518,104,36300.06,70.6
Bridgeport,41.2021,-73.1902,104,39358.35,151.7
Herscher,41.049,-88.0977,104,30964.3,65.7
Annapolis,38.98,-76.5476,104,39557.16,52.5
Lawrenceville,40.2875,-74.687,103,42368.35,153.0
Kingston,41.9211,-73.9889,103,21342.29,27.2
North Haven,41.4208,-72.8398,103,35600.79,69.0
Ramsey,41.0653,-74.132,103,41074.9,39.8
Orleans,41.7754,-69.9999,103,29016.09,56.3
Waynesburg,39.8964,-80.1652,103,31687.06,110.9
South Haven,42.4286,-86.2558,103,25107.39,101.4
Warsaw,41.2702,-85.8511,103,26914.3,90.4
Vineland,39.4857,-74.9728,103,20165.92,65.5
Cumberland,41.9164,-71.4038,103,13067.91,70.3
Chicago,41.8071,-87.7156,103,9335.63,220.0
Chicago,41.8069,-87.7235,103,20634.66,65.3
Mansfield,41.7718,-77.0732,102,33903.19,90.0
Somerset,41.7306,-71.1732,102,32416.54,75.5
Wexford,40.6502,-80.0789,102,37386.41,28.5
Valley Stream,40.6635,-73.7145,102,24086.03,32.3
Pottsville,40.6899,-76.1956,102,34633.89,137.0
Eatontown,40.2913,-74.0421,102,34518.2,22.9
Marion,40.5532,-83.1155,102,28113.74,43.3
Woburn,42.4815,-71.1542,102,31873.75,110.8
Latham,42.7626,-73.7542,101,29531.92,109.0
Lakewood,42.0977,-79.3141,101,25030.47,76.0
Shorewood,41.5213,-88.2213,101,29965.14,120.3
